Elapsed time;MLII
4.328;-0.410
4.331;-0.410
4.333;-0.400
4.336;-0.390
4.339;-0.395
4.342;-0.410
4.344;-0.425
4.347;-0.415
4.350;-0.405
4.353;-0.410
4.356;-0.405
4.358;-0.415
4.361;-0.425
4.364;-0.425
4.367;-0.410
4.369;-0.395
4.372;-0.390
4.375;-0.400
4.378;-0.410
4.381;-0.410
4.383;-0.400
4.386;-0.390
4.389;-0.410
4.392;-0.420
4.394;-0.420
4.397;-0.415
4.400;-0.415
4.403;-0.405
4.406;-0.420
4.408;-0.415
4.411;-0.425
4.414;-0.410
4.417;-0.400
4.419;-0.405
4.422;-0.400
4.425;-0.400
4.428;-0.410
4.431;-0.400
4.433;-0.395
4.436;-0.395
4.439;-0.405
4.442;-0.410
4.444;-0.425
4.447;-0.425
4.450;-0.410
4.453;-0.410
4.456;-0.420
4.458;-0.430
4.461;-0.445
4.464;-0.440
4.467;-0.435
4.469;-0.430
4.472;-0.430
4.475;-0.450
4.478;-0.445
4.481;-0.445
4.483;-0.435
4.486;-0.435
4.489;-0.445
4.492;-0.440
4.494;-0.450
4.497;-0.430
4.500;-0.430
4.503;-0.415
4.506;-0.400
4.508;-0.400
4.511;-0.385
4.514;-0.365
4.517;-0.335
4.519;-0.330
4.522;-0.325
4.525;-0.330
4.528;-0.330
4.531;-0.310
4.533;-0.295
4.536;-0.285
4.539;-0.290
4.542;-0.290
4.544;-0.310
4.547;-0.295
4.550;-0.285
4.553;-0.280
4.556;-0.300
4.558;-0.290
4.561;-0.295
4.564;-0.290
4.567;-0.280
4.569;-0.275
4.572;-0.275
4.575;-0.290
4.578;-0.290
4.581;-0.285
4.583;-0.270
4.586;-0.270
4.589;-0.270
4.592;-0.275
4.594;-0.290
4.597;-0.285
4.600;-0.275
4.603;-0.275
4.606;-0.290
4.608;-0.295
4.611;-0.305
4.614;-0.295
4.617;-0.295
4.619;-0.285
4.622;-0.290
4.625;-0.300
4.628;-0.305
4.631;-0.310
4.633;-0.295
4.636;-0.300
4.639;-0.305
4.642;-0.310
4.644;-0.325
4.647;-0.325
4.650;-0.315
4.653;-0.310
4.656;-0.315
4.658;-0.315
4.661;-0.325
4.664;-0.320
4.667;-0.310
4.669;-0.320
4.672;-0.315
4.675;-0.330
4.678;-0.330
4.681;-0.320
4.683;-0.310
4.686;-0.310
4.689;-0.310
4.692;-0.330
4.694;-0.335
4.697;-0.330
4.700;-0.320
4.703;-0.325
4.706;-0.325
4.708;-0.330
4.711;-0.335
4.714;-0.330
4.717;-0.325
4.719;-0.325
4.722;-0.320
4.725;-0.325
4.728;-0.330
4.731;-0.325
4.733;-0.315
4.736;-0.305
4.739;-0.325
4.742;-0.315
4.744;-0.335
4.747;-0.330
4.750;-0.310
4.753;-0.320
4.756;-0.330
4.758;-0.330
4.761;-0.335
4.764;-0.330
4.767;-0.330
4.769;-0.320
4.772;-0.320
4.775;-0.330
4.778;-0.330
4.781;-0.325
4.783;-0.315
4.786;-0.315
4.789;-0.315
4.792;-0.330
4.794;-0.330
4.797;-0.320
4.800;-0.315
4.803;-0.305
4.806;-0.305
4.808;-0.295
4.811;-0.315
4.814;-0.300
4.817;-0.275
4.819;-0.255
4.822;-0.255
4.825;-0.260
4.828;-0.265
4.831;-0.255
4.833;-0.235
4.836;-0.230
4.839;-0.225
4.842;-0.220
4.844;-0.220
4.847;-0.215
4.850;-0.200
4.853;-0.205
4.856;-0.205
4.858;-0.225
4.861;-0.235
4.864;-0.240
4.867;-0.230
4.869;-0.215
4.872;-0.240
4.875;-0.240
4.878;-0.250
4.881;-0.235
4.883;-0.210
4.886;-0.200
4.889;-0.220
4.892;-0.255
4.894;-0.275
4.897;-0.285
4.900;-0.300
4.903;-0.305
4.906;-0.320
4.908;-0.330
4.911;-0.325
4.914;-0.320
4.917;-0.330
4.919;-0.330
4.922;-0.335
4.925;-0.340
4.928;-0.345
4.931;-0.340
4.933;-0.335
4.936;-0.320
4.939;-0.325
4.942;-0.335
4.944;-0.345
4.947;-0.345
4.950;-0.345
4.953;-0.335
4.956;-0.340
4.958;-0.345
4.961;-0.355
4.964;-0.340
4.967;-0.340
4.969;-0.340
4.972;-0.340
4.975;-0.345
4.978;-0.355
4.981;-0.365
4.983;-0.370
4.986;-0.405
4.989;-0.445
4.992;-0.480
4.994;-0.495
4.997;-0.520
5.000;-0.535
5.003;-0.505
5.006;-0.415
5.008;-0.280
5.011;-0.135
5.014;0.065
5.017;0.300
5.019;0.580
5.022;0.810
5.025;0.945
5.028;0.920
5.031;0.775
5.033;0.445
5.036;0.020
5.039;-0.295
5.042;-0.445
5.044;-0.470
5.047;-0.425
5.050;-0.380
5.053;-0.360
5.056;-0.360
5.058;-0.370
5.061;-0.380
5.064;-0.380
5.067;-0.375
5.069;-0.370
5.072;-0.365
5.075;-0.370
5.078;-0.385
5.081;-0.385
5.083;-0.375
5.086;-0.370
5.089;-0.370
5.092;-0.385
5.094;-0.395
5.097;-0.385
5.100;-0.385
5.103;-0.390
5.106;-0.385
5.108;-0.395
5.111;-0.410
5.114;-0.400
5.117;-0.395
5.119;-0.380
5.122;-0.395
5.125;-0.395
5.128;-0.400
5.131;-0.400
5.133;-0.395
5.136;-0.390
5.139;-0.390
5.142;-0.395
5.144;-0.405
5.147;-0.390
5.150;-0.385
5.153;-0.375
5.156;-0.375
5.158;-0.380
5.161;-0.390
5.164;-0.385
5.167;-0.370
5.169;-0.370
5.172;-0.370
5.175;-0.375
5.178;-0.385
5.181;-0.370
5.183;-0.390
5.186;-0.375
5.189;-0.370
5.192;-0.380
5.194;-0.390
5.197;-0.390
5.200;-0.385
5.203;-0.375
5.206;-0.375
5.208;-0.385
5.211;-0.395
5.214;-0.390
5.217;-0.385
5.219;-0.375
5.222;-0.380
5.225;-0.385
5.228;-0.390
5.231;-0.380
5.233;-0.380
5.236;-0.370
5.239;-0.370
5.242;-0.365
5.244;-0.390
5.247;-0.365
5.250;-0.365
5.253;-0.360
5.256;-0.375
5.258;-0.380
5.261;-0.400
5.264;-0.390
5.267;-0.375
5.269;-0.375
5.272;-0.370
5.275;-0.385
5.278;-0.390
5.281;-0.390
5.283;-0.390
5.286;-0.390
5.289;-0.375
5.292;-0.385
5.294;-0.395
5.297;-0.380
5.300;-0.370
5.303;-0.375
5.306;-0.375
5.308;-0.390
5.311;-0.405
5.314;-0.375
5.317;-0.370
5.319;-0.360
5.322;-0.375
5.325;-0.385
5.328;-0.380
5.331;-0.370
5.333;-0.360
5.336;-0.345
5.339;-0.345
5.342;-0.330
5.344;-0.330
5.347;-0.315
5.350;-0.310
5.353;-0.295
5.356;-0.285
5.358;-0.285
5.361;-0.295
5.364;-0.280
5.367;-0.270
5.369;-0.280
5.372;-0.280
5.375;-0.280
5.378;-0.290
5.381;-0.290
5.383;-0.280
5.386;-0.275
5.389;-0.280
5.392;-0.285
5.394;-0.290
5.397;-0.290
5.400;-0.280
5.403;-0.280
5.406;-0.285
5.408;-0.290
5.411;-0.300
5.414;-0.295
5.417;-0.285
5.419;-0.280
5.422;-0.285
5.425;-0.285
5.428;-0.295
5.431;-0.285
5.433;-0.280
5.436;-0.275
5.439;-0.280
5.442;-0.290
5.444;-0.310
5.447;-0.305
5.450;-0.285
5.453;-0.270
5.456;-0.270
5.458;-0.275
5.461;-0.285
5.464;-0.285
5.467;-0.270
5.469;-0.265
5.472;-0.265
5.475;-0.265
5.478;-0.280
5.481;-0.265
5.483;-0.245
5.486;-0.235
5.489;-0.235
5.492;-0.250
5.494;-0.250
5.497;-0.245
5.500;-0.215
5.503;-0.220
5.506;-0.245
5.508;-0.255
5.511;-0.230
5.514;-0.205
5.517;-0.210
5.519;-0.220
5.522;-0.230
5.525;-0.240
5.528;-0.240
5.531;-0.245
5.533;-0.250
5.536;-0.270
5.539;-0.285
5.542;-0.315
5.544;-0.320
5.547;-0.320
5.550;-0.310
5.553;-0.330
5.556;-0.340
5.558;-0.345
5.561;-0.360
5.564;-0.365
5.567;-0.360
5.569;-0.350
5.572;-0.355
5.575;-0.375
5.578;-0.385
5.581;-0.375
5.583;-0.370
5.586;-0.365
5.589;-0.365
5.592;-0.370
5.594;-0.380
5.597;-0.360
5.600;-0.350
5.603;-0.355
5.606;-0.355
5.608;-0.350
5.611;-0.365
5.614;-0.350
5.617;-0.350
5.619;-0.340
5.622;-0.355
5.625;-0.350
5.628;-0.375
5.631;-0.365
5.633;-0.375
5.636;-0.400
5.639;-0.430
5.642;-0.475
5.644;-0.520
5.647;-0.520
5.650;-0.550
5.653;-0.570
5.656;-0.540
5.658;-0.445
5.661;-0.305
5.664;-0.140
5.667;0.025
5.669;0.260
5.672;0.510
5.675;0.735
5.678;0.845
5.681;0.875
5.683;0.735
5.686;0.400
5.689;-0.025
5.692;-0.335
5.694;-0.480
5.697;-0.470
5.700;-0.415
5.703;-0.375
5.706;-0.365
5.708;-0.385
5.711;-0.400
5.714;-0.380
5.717;-0.390
5.719;-0.375
5.722;-0.385
5.725;-0.395
5.728;-0.405
5.731;-0.390
5.733;-0.380
5.736;-0.385
5.739;-0.385
5.742;-0.395
5.744;-0.400
5.747;-0.405
5.750;-0.400
5.753;-0.390
5.756;-0.390
5.758;-0.395
5.761;-0.400
5.764;-0.390
5.767;-0.385
5.769;-0.390
5.772;-0.385
5.775;-0.410
5.778;-0.420
5.781;-0.405
5.783;-0.410
5.786;-0.390
5.789;-0.390
5.792;-0.390
5.794;-0.400
5.797;-0.400
5.800;-0.390
5.803;-0.375
5.806;-0.380
5.808;-0.395
5.811;-0.400
5.814;-0.390
5.817;-0.400
5.819;-0.390
5.822;-0.395
5.825;-0.410
5.828;-0.415
5.831;-0.405
5.833;-0.385
5.836;-0.385
5.839;-0.380
5.842;-0.400
5.844;-0.400
5.847;-0.395
5.850;-0.390
5.853;-0.380
5.856;-0.375
5.858;-0.395
5.861;-0.395
5.864;-0.385
5.867;-0.380
5.869;-0.375
5.872;-0.385
5.875;-0.390
5.878;-0.400
5.881;-0.400
5.883;-0.385
5.886;-0.380
5.889;-0.395
5.892;-0.390
5.894;-0.400
5.897;-0.395
5.900;-0.385
5.903;-0.380
5.906;-0.385
5.908;-0.395
5.911;-0.405
5.914;-0.400
5.917;-0.390
5.919;-0.380
5.922;-0.380
5.925;-0.385
5.928;-0.405
5.931;-0.395
5.933;-0.400
5.936;-0.390
5.939;-0.400
5.942;-0.405
5.944;-0.425
5.947;-0.420
5.950;-0.405
5.953;-0.400
5.956;-0.405
5.958;-0.405
5.961;-0.415
5.964;-0.400
5.967;-0.390
5.969;-0.380
5.972;-0.385
5.975;-0.395
5.978;-0.405
5.981;-0.390
5.983;-0.370
5.986;-0.370
5.989;-0.370
5.992;-0.385
5.994;-0.370
5.997;-0.355
6.000;-0.345
6.003;-0.340
6.006;-0.335
6.008;-0.340
6.011;-0.355
6.014;-0.335
6.017;-0.325
6.019;-0.310
6.022;-0.305
6.025;-0.305
6.028;-0.320
6.031;-0.315
6.033;-0.310
6.036;-0.305
6.039;-0.305
6.042;-0.330
6.044;-0.325
6.047;-0.345
6.050;-0.325
6.053;-0.315
6.056;-0.315
6.058;-0.305
6.061;-0.310
6.064;-0.310
6.067;-0.300
6.069;-0.305
6.072;-0.305
6.075;-0.315
6.078;-0.320
6.081;-0.325
6.083;-0.315
6.086;-0.305
6.089;-0.315
6.092;-0.325
6.094;-0.325
6.097;-0.330
6.100;-0.315
6.103;-0.315
6.106;-0.310
6.108;-0.330
6.111;-0.340
6.114;-0.335
6.117;-0.330
6.119;-0.345
6.122;-0.355
6.125;-0.365
6.128;-0.370
6.131;-0.345
6.133;-0.340
6.136;-0.340
6.139;-0.345
6.142;-0.360
6.144;-0.365
6.147;-0.360
6.150;-0.360
6.153;-0.345
6.156;-0.355
6.158;-0.365
6.161;-0.350
6.164;-0.360
6.167;-0.350
6.169;-0.340
6.172;-0.345
6.175;-0.355
6.178;-0.370
6.181;-0.350
6.183;-0.350
6.186;-0.350
6.189;-0.345
6.192;-0.350
6.194;-0.355
6.197;-0.360
6.200;-0.345
6.203;-0.355
6.206;-0.350
6.208;-0.360
6.211;-0.370
6.214;-0.355
6.217;-0.355
6.219;-0.350
6.222;-0.355
6.225;-0.360
6.228;-0.390
6.231;-0.385
6.233;-0.360
6.236;-0.360
6.239;-0.370
6.242;-0.370
6.244;-0.390
6.247;-0.375
6.250;-0.370
6.253;-0.350
6.256;-0.340
6.258;-0.345
6.261;-0.360
6.264;-0.360
6.267;-0.350
6.269;-0.350
6.272;-0.335
6.275;-0.360
6.278;-0.365
6.281;-0.365
6.283;-0.360
6.286;-0.360
6.289;-0.365
6.292;-0.375
6.294;-0.385
6.297;-0.385
6.300;-0.365
6.303;-0.370
6.306;-0.375
6.308;-0.370
6.311;-0.375
6.314;-0.365
6.317;-0.355
6.319;-0.355
6.322;-0.360
6.325;-0.365
6.328;-0.370
6.331;-0.360
6.333;-0.350
6.336;-0.340
6.339;-0.345
6.342;-0.340
6.344;-0.350
6.347;-0.345
6.350;-0.350
6.353;-0.360
6.356;-0.350
6.358;-0.360
6.361;-0.370
6.364;-0.360
6.367;-0.360
6.369;-0.355
6.372;-0.360
6.375;-0.375
6.378;-0.375
6.381;-0.370
6.383;-0.350
6.386;-0.355
6.389;-0.360
6.392;-0.365
6.394;-0.375
6.397;-0.370
6.400;-0.365
6.403;-0.360
6.406;-0.355
6.408;-0.360
6.411;-0.360
6.414;-0.350
6.417;-0.340
6.419;-0.345
6.422;-0.345
6.425;-0.355
6.428;-0.360
6.431;-0.360
6.433;-0.365
6.436;-0.345
6.439;-0.355
6.442;-0.350
6.444;-0.360
6.447;-0.355
6.450;-0.360
6.453;-0.345
6.456;-0.335
6.458;-0.330
6.461;-0.330
6.464;-0.310
6.467;-0.305
6.469;-0.300
6.472;-0.305
6.475;-0.295
6.478;-0.305
6.481;-0.285
6.483;-0.275
6.486;-0.265
6.489;-0.255
6.492;-0.255
6.494;-0.260
6.497;-0.265
6.500;-0.255
6.503;-0.255
6.506;-0.260
6.508;-0.280
6.511;-0.290
6.514;-0.280
6.517;-0.270
6.519;-0.255
6.522;-0.275
6.525;-0.290
6.528;-0.320
6.531;-0.300
6.533;-0.295
6.536;-0.270
6.539;-0.265
6.542;-0.270
6.544;-0.285
6.547;-0.300
6.550;-0.310
6.553;-0.315
6.556;-0.320
6.558;-0.350
6.561;-0.370
6.564;-0.365
6.567;-0.365
6.569;-0.365
6.572;-0.370
6.575;-0.370
6.578;-0.370
6.581;-0.380
6.583;-0.360
6.586;-0.375
6.589;-0.375
6.592;-0.400
6.594;-0.420
6.597;-0.405
6.600;-0.400
6.603;-0.385
6.606;-0.380
6.608;-0.400
6.611;-0.415
6.614;-0.405
6.617;-0.395
6.619;-0.395
6.622;-0.395
6.625;-0.410
6.628;-0.430
6.631;-0.440
6.633;-0.455
6.636;-0.490
6.639;-0.485
6.642;-0.520
6.644;-0.570
6.647;-0.575
6.650;-0.525
6.653;-0.420
6.656;-0.305
6.658;-0.190
6.661;-0.020
6.664;0.220
6.667;0.485
6.669;0.715
6.672;0.845
6.675;0.885
6.678;0.790
6.681;0.560
6.683;0.225
6.686;-0.070
6.689;-0.285
6.692;-0.425
6.694;-0.500
6.697;-0.550
6.700;-0.535
6.703;-0.500
6.706;-0.465
6.708;-0.450
6.711;-0.450
6.714;-0.435
6.717;-0.420
6.719;-0.410
6.722;-0.410
6.725;-0.415
6.728;-0.420
6.731;-0.425
6.733;-0.420
6.736;-0.430
6.739;-0.430
6.742;-0.440
6.744;-0.450
6.747;-0.450
6.750;-0.430
6.753;-0.430
6.756;-0.430
6.758;-0.445
6.761;-0.445
6.764;-0.440
6.767;-0.425
6.769;-0.430
6.772;-0.430
6.775;-0.425
6.778;-0.445
6.781;-0.445
6.783;-0.430
6.786;-0.435
6.789;-0.435
6.792;-0.445
6.794;-0.445
6.797;-0.435
6.800;-0.430
6.803;-0.425
6.806;-0.430
6.808;-0.430
6.811;-0.440
6.814;-0.420
6.817;-0.430
6.819;-0.425
6.822;-0.430
6.825;-0.440
6.828;-0.440
6.831;-0.430
6.833;-0.430
6.836;-0.415
6.839;-0.425
6.842;-0.430
6.844;-0.455
6.847;-0.445
6.850;-0.445
6.853;-0.430
6.856;-0.430
6.858;-0.440
6.861;-0.440
6.864;-0.435
6.867;-0.430
6.869;-0.415
6.872;-0.415
6.875;-0.425
6.878;-0.425
6.881;-0.420
6.883;-0.405
6.886;-0.405
6.889;-0.415
6.892;-0.415
6.894;-0.425
6.897;-0.430
6.900;-0.405
6.903;-0.405
6.906;-0.405
6.908;-0.405
6.911;-0.430
6.914;-0.415
6.917;-0.410
6.919;-0.415
6.922;-0.430
6.925;-0.445
6.928;-0.465
6.931;-0.460
6.933;-0.450
6.936;-0.455
6.939;-0.460
6.942;-0.465
6.944;-0.485
6.947;-0.495
6.950;-0.475
6.953;-0.490
6.956;-0.500
6.958;-0.495
6.961;-0.515
6.964;-0.500
6.967;-0.485
6.969;-0.490
6.972;-0.485
6.975;-0.500
6.978;-0.500
6.981;-0.490
6.983;-0.480
6.986;-0.460
6.989;-0.460
6.992;-0.470
6.994;-0.465
6.997;-0.440
7.000;-0.430
7.003;-0.425
7.006;-0.410
7.008;-0.410
7.011;-0.400
7.014;-0.390
7.017;-0.380
7.019;-0.355
7.022;-0.350
7.025;-0.355
7.028;-0.350
7.031;-0.340
7.033;-0.330
7.036;-0.325
7.039;-0.305
7.042;-0.320
7.044;-0.315
7.047;-0.305
7.050;-0.300
7.053;-0.305
7.056;-0.305
7.058;-0.310
7.061;-0.330
7.064;-0.310
7.067;-0.315
7.069;-0.315
7.072;-0.320
7.075;-0.325
7.078;-0.325
7.081;-0.325
7.083;-0.310
7.086;-0.310
7.089;-0.315
7.092;-0.325
7.094;-0.330
7.097;-0.325
7.100;-0.325
7.103;-0.315
7.106;-0.320
7.108;-0.330
7.111;-0.335
7.114;-0.330
7.117;-0.315
7.119;-0.320
7.122;-0.320
7.125;-0.335
7.128;-0.335
7.131;-0.325
7.133;-0.325
7.136;-0.320
7.139;-0.320
7.142;-0.325
7.144;-0.350
7.147;-0.345
7.150;-0.345
7.153;-0.335
7.156;-0.345
7.158;-0.355
7.161;-0.355
7.164;-0.355
7.167;-0.345
7.169;-0.335
7.172;-0.335
7.175;-0.345
7.178;-0.355
7.181;-0.340
7.183;-0.335
7.186;-0.330
7.189;-0.335
7.192;-0.345
7.194;-0.350
7.197;-0.350
7.200;-0.340
7.203;-0.335
7.206;-0.330
7.208;-0.360
7.211;-0.355
7.214;-0.345
7.217;-0.335
7.219;-0.345
7.222;-0.350
7.225;-0.360
7.228;-0.380
7.231;-0.370
7.233;-0.345
7.236;-0.345
7.239;-0.350
7.242;-0.355
7.244;-0.365
7.247;-0.360
7.250;-0.345
7.253;-0.345
7.256;-0.350
7.258;-0.360
7.261;-0.360
7.264;-0.350
7.267;-0.355
7.269;-0.340
7.272;-0.345
7.275;-0.355
7.278;-0.355
7.281;-0.355
7.283;-0.340
7.286;-0.340
7.289;-0.345
7.292;-0.365
7.294;-0.370
7.297;-0.350
7.300;-0.330
7.303;-0.320
7.306;-0.315
7.308;-0.295
7.311;-0.305
7.314;-0.295
7.317;-0.300
7.319;-0.285
7.322;-0.275
7.325;-0.260
7.328;-0.275
7.331;-0.265
7.333;-0.260
7.336;-0.250
7.339;-0.245
7.342;-0.255
7.344;-0.265
7.347;-0.260
7.350;-0.260
7.353;-0.250
7.356;-0.260
7.358;-0.280
7.361;-0.280
7.364;-0.275
7.367;-0.285
7.369;-0.280
7.372;-0.255
7.375;-0.245
7.378;-0.245
7.381;-0.260
7.383;-0.285
7.386;-0.290
7.389;-0.300
7.392;-0.320
7.394;-0.335
7.397;-0.355
7.400;-0.350
7.403;-0.355
7.406;-0.355
7.408;-0.375
7.411;-0.385
7.414;-0.380
7.417;-0.360
7.419;-0.350
7.422;-0.360
7.425;-0.365
7.428;-0.370
7.431;-0.370
7.433;-0.365
7.436;-0.360
7.439;-0.365
7.442;-0.370
7.444;-0.385
7.447;-0.385
7.450;-0.365
7.453;-0.360
7.456;-0.380
7.458;-0.385
7.461;-0.395
7.464;-0.395
7.467;-0.385
7.469;-0.380
7.472;-0.395
7.475;-0.425
7.478;-0.465
7.481;-0.500
7.483;-0.515
7.486;-0.530
7.489;-0.560
7.492;-0.585
7.494;-0.530
7.497;-0.410
7.500;-0.255
7.503;-0.105
7.506;0.105
7.508;0.355
7.511;0.600
7.514;0.810
7.517;0.890
7.519;0.830
7.522;0.580
7.525;0.185
7.528;-0.205
7.531;-0.450
7.533;-0.525
7.536;-0.495
7.539;-0.465
7.542;-0.435
7.544;-0.415
7.547;-0.415
7.550;-0.415
7.553;-0.400
7.556;-0.395
7.558;-0.405
7.561;-0.425
7.564;-0.435
7.567;-0.415
7.569;-0.415
7.572;-0.415
7.575;-0.415
7.578;-0.430
7.581;-0.420
7.583;-0.410
7.586;-0.405
7.589;-0.420
7.592;-0.410
7.594;-0.420
7.597;-0.400
7.600;-0.395
7.603;-0.385
7.606;-0.400
7.608;-0.400
7.611;-0.400
7.614;-0.400
7.617;-0.395
7.619;-0.400
7.622;-0.400
7.625;-0.400
7.628;-0.410
7.631;-0.395
7.633;-0.410
7.636;-0.400
7.639;-0.395
7.642;-0.405
7.644;-0.410
7.647;-0.415
7.650;-0.405
7.653;-0.400
7.656;-0.395
7.658;-0.405
7.661;-0.415
7.664;-0.405
7.667;-0.415
7.669;-0.410
7.672;-0.405
7.675;-0.405
7.678;-0.410
7.681;-0.405
7.683;-0.400
7.686;-0.395
7.689;-0.405
7.692;-0.405
7.694;-0.400
7.697;-0.395
7.700;-0.390
7.703;-0.395
7.706;-0.390
7.708;-0.395
7.711;-0.420
7.714;-0.415
7.717;-0.405
7.719;-0.400
7.722;-0.400
7.725;-0.415
7.728;-0.420
7.731;-0.410
7.733;-0.395
7.736;-0.400
7.739;-0.405
7.742;-0.415
7.744;-0.435
7.747;-0.415
7.750;-0.415
7.753;-0.400
7.756;-0.405
7.758;-0.420
7.761;-0.430
7.764;-0.425
7.767;-0.410
7.769;-0.410
7.772;-0.405
7.775;-0.415
7.778;-0.425
7.781;-0.425
7.783;-0.420
7.786;-0.410
7.789;-0.410
7.792;-0.420
7.794;-0.430
7.797;-0.425
7.800;-0.420
7.803;-0.405
7.806;-0.415
7.808;-0.410
7.811;-0.410
7.814;-0.385
7.817;-0.370
7.819;-0.360
7.822;-0.350
7.825;-0.350
7.828;-0.350
7.831;-0.335
7.833;-0.320
7.836;-0.305
7.839;-0.315
7.842;-0.315
7.844;-0.320
7.847;-0.305
7.850;-0.305
7.853;-0.295
7.856;-0.290
7.858;-0.295
7.861;-0.295
7.864;-0.285
7.867;-0.285
7.869;-0.270
7.872;-0.280
7.875;-0.280
7.878;-0.295
7.881;-0.280
7.883;-0.285
7.886;-0.275
7.889;-0.285
7.892;-0.295
7.894;-0.305
7.897;-0.295
7.900;-0.285
7.903;-0.285
7.906;-0.290
7.908;-0.300
7.911;-0.310
7.914;-0.295
7.917;-0.300
7.919;-0.290
7.922;-0.285
7.925;-0.305
7.928;-0.310
7.931;-0.300
7.933;-0.295
7.936;-0.305
7.939;-0.300
7.942;-0.305
7.944;-0.320
7.947;-0.320
7.950;-0.310
7.953;-0.300
7.956;-0.310
7.958;-0.320
7.961;-0.340
7.964;-0.330
7.967;-0.310
7.969;-0.315
7.972;-0.325
7.975;-0.325
7.978;-0.345
7.981;-0.330
7.983;-0.320
7.986;-0.320
7.989;-0.335
7.992;-0.335
7.994;-0.355
7.997;-0.340
8.000;-0.320
8.003;-0.315
8.006;-0.330
8.008;-0.340
8.011;-0.340
8.014;-0.350
8.017;-0.330
8.019;-0.330
8.022;-0.340
8.025;-0.350
8.028;-0.355
8.031;-0.345
8.033;-0.335
8.036;-0.335
8.039;-0.340
8.042;-0.340
8.044;-0.345
8.047;-0.335
8.050;-0.335
8.053;-0.325
8.056;-0.325
8.058;-0.335
8.061;-0.340
8.064;-0.340
8.067;-0.320
8.069;-0.315
8.072;-0.320
8.075;-0.335
8.078;-0.335
8.081;-0.320
8.083;-0.325
8.086;-0.315
8.089;-0.320
8.092;-0.320
8.094;-0.345
8.097;-0.335
8.100;-0.320
8.103;-0.310
8.106;-0.320
8.108;-0.320
8.111;-0.340
8.114;-0.330
8.117;-0.320
8.119;-0.310
8.122;-0.310
8.125;-0.310
8.128;-0.295
8.131;-0.280
8.133;-0.255
8.136;-0.250
8.139;-0.250
8.142;-0.255
8.144;-0.260
8.147;-0.240
8.150;-0.220
8.153;-0.230
8.156;-0.230
8.158;-0.215
8.161;-0.220
8.164;-0.225
8.167;-0.230
8.169;-0.230
8.172;-0.235
8.175;-0.245
8.178;-0.255
8.181;-0.240
8.183;-0.235
8.186;-0.245
8.189;-0.235
8.192;-0.230
8.194;-0.220
8.197;-0.195
8.200;-0.220
8.203;-0.245
8.206;-0.260
8.208;-0.270
8.211;-0.290
8.214;-0.300
8.217;-0.305
8.219;-0.305
8.222;-0.320
8.225;-0.330
8.228;-0.350
8.231;-0.350
8.233;-0.335
8.236;-0.335
8.239;-0.335
8.242;-0.340
8.244;-0.350
8.247;-0.350
8.250;-0.345
8.253;-0.335
8.256;-0.345
8.258;-0.355
8.261;-0.370
8.264;-0.350
8.267;-0.345
8.269;-0.335
8.272;-0.335
8.275;-0.335
8.278;-0.355
8.281;-0.355
8.283;-0.345
8.286;-0.355
8.289;-0.395
8.292;-0.450
8.294;-0.480
8.297;-0.505
8.300;-0.525
8.303;-0.545
8.306;-0.500
8.308;-0.395
8.311;-0.255
8.314;-0.070
8.317;0.145
8.319;0.425
8.322;0.685
8.325;0.875
8.328;0.925
8.331;0.795
8.333;0.470
8.336;0.020
8.339;-0.325
8.342;-0.470
8.344;-0.485
8.347;-0.410
8.350;-0.365
8.353;-0.355
8.356;-0.365
8.358;-0.380
8.361;-0.385
8.364;-0.380
8.367;-0.370
8.369;-0.370
8.372;-0.375
8.375;-0.385
8.378;-0.395
8.381;-0.385
8.383;-0.380
8.386;-0.385
8.389;-0.375
8.392;-0.390
8.394;-0.405
8.397;-0.405
8.400;-0.390
8.403;-0.385
8.406;-0.385
8.408;-0.390
8.411;-0.410
8.414;-0.400
8.417;-0.390
8.419;-0.385
8.422;-0.385
8.425;-0.395
8.428;-0.390
8.431;-0.395
8.433;-0.380
8.436;-0.375
8.439;-0.380
8.442;-0.385
8.444;-0.400
8.447;-0.385
8.450;-0.380
8.453;-0.375
8.456;-0.380
8.458;-0.395
8.461;-0.395
8.464;-0.385
8.467;-0.375
8.469;-0.370
8.472;-0.365
8.475;-0.385
8.478;-0.395
8.481;-0.385
8.483;-0.385
8.486;-0.370
8.489;-0.375
8.492;-0.370
8.494;-0.375
8.497;-0.375
8.500;-0.370
8.503;-0.355
8.506;-0.365
8.508;-0.380
8.511;-0.375
8.514;-0.370
8.517;-0.380
8.519;-0.365
8.522;-0.370
8.525;-0.375
8.528;-0.390
8.531;-0.380
8.533;-0.375
8.536;-0.380
8.539;-0.370
8.542;-0.375
8.544;-0.380
8.547;-0.385
8.550;-0.385
8.553;-0.370
8.556;-0.375
8.558;-0.375
8.561;-0.380
8.564;-0.380
8.567;-0.380
8.569;-0.380
8.572;-0.375
8.575;-0.390
8.578;-0.395
8.581;-0.385
8.583;-0.385
8.586;-0.375
8.589;-0.375
8.592;-0.385
8.594;-0.385
8.597;-0.390
8.600;-0.370
8.603;-0.365
8.606;-0.365
8.608;-0.375
8.611;-0.385
8.614;-0.350
8.617;-0.345
8.619;-0.325
8.622;-0.325
8.625;-0.330
8.628;-0.325
8.631;-0.325
8.633;-0.315
8.636;-0.315
8.639;-0.315
8.642;-0.300
8.644;-0.300
8.647;-0.285
8.650;-0.270
8.653;-0.265
